Temperature ,Humidity,Soil moisture,Solar Radiation,Plant Mood
28.87,62.39,363.96,304.66,Happy 😊
19.02,81.37,338.9,426.48,Thirsty 🥵
27.77,82.14,167.91,557.56,Thirsty 🥵
23.9,71.02,412.52,490.95,Happy 😊
26.44,67.22,614.17,334.34,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
20.29,61.85,573.96,56.59,Too Dark 🌑
21.63,79.89,388.11,335.56,Happy 😊
30.22,81.29,487.18,262.77,Happy 😊
25.74,92.98,475.15,79.93,Too Dark 🌑
24.58,75.67,148.71,221.69,Thirsty 🥵
21.56,68.07,291.42,187.74,Stressed 😣
24.66,82.63,587.77,224.88,Happy 😊
25.09,86.01,520.61,167.1,Too Dark 🌑
20.12,77.89,212.85,490.0,Thirsty 🥵
30.65,79.11,696.55,505.42,Happy 😊
19.55,79.99,156.66,74.52,Stressed 😣
31.59,63.53,233.82,35.59,Stressed 😣
20.27,81.38,508.53,557.27,Happy 😊
26.62,84.33,149.31,390.59,Thirsty 🥵
30.98,92.46,208.37,393.84,Thirsty 🥵
26.27,70.71,680.97,296.09,Happy 😊
23.5,66.64,431.29,715.91,Happy 😊
23.93,91.66,337.84,463.99,Thirsty 🥵
28.74,60.34,395.01,496.76,Happy 😊
24.77,61.41,445.63,192.29,Too Dark 🌑
22.56,72.11,161.93,243.78,Thirsty 🥵
21.15,85.99,129.42,351.3,Thirsty 🥵
30.63,69.87,317.57,543.58,Thirsty 🥵
18.43,80.83,193.89,621.81,Thirsty 🥵
29.75,75.2,239.03,615.62,Thirsty 🥵
27.72,74.31,389.49,152.12,Too Dark 🌑
22.27,81.23,656.73,181.42,Too Dark 🌑
26.24,73.63,593.82,90.53,Too Dark 🌑
31.54,65.45,659.22,48.81,Too Dark 🌑
28.82,71.71,390.29,623.21,Happy 😊
27.4,89.1,268.0,690.0,Thirsty 🥵
23.74,68.57,534.6,228.58,Happy 😊
31.17,90.79,161.95,215.19,Thirsty 🥵
20.09,93.96,517.76,303.63,Happy 😊
22.98,66.76,562.33,334.12,Happy 😊
24.29,80.29,592.25,405.82,Happy 😊
21.56,77.25,343.13,302.4,Thirsty 🥵
19.79,80.41,252.5,638.22,Thirsty 🥵
22.12,63.78,381.33,52.43,Too Dark 🌑
23.89,87.23,559.53,600.8,Happy 😊
27.6,77.49,342.15,441.06,Thirsty 🥵
26.93,61.01,193.68,152.64,Stressed 😣
23.34,86.28,334.58,232.77,Thirsty 🥵
24.03,88.08,329.26,701.67,Thirsty 🥵
31.64,65.64,579.56,104.66,Too Dark 🌑
25.21,71.75,305.61,584.5,Thirsty 🥵
29.39,86.33,270.32,368.22,Thirsty 🥵
21.04,83.34,385.52,384.5,Happy 😊
26.72,68.42,306.09,495.52,Thirsty 🥵
18.39,89.97,196.08,206.35,Thirsty 🥵
22.1,90.68,181.63,689.33,Thirsty 🥵
27.4,82.3,215.0,642.0,Thirsty 🥵
20.17,60.9,616.37,480.78,Happy 😊
27.87,76.52,531.84,274.59,Happy 😊
30.2,75.8,306.0,196.0,Stressed 😣
18.84,78.01,575.38,605.35,Happy 😊
22.43,64.27,558.25,336.83,Happy 😊
23.76,93.17,252.56,482.39,Thirsty 🥵
31.55,62.35,665.64,287.67,Happy 😊
21.74,76.19,304.53,632.83,Thirsty 🥵
20.66,81.04,413.42,428.29,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
26.71,62.7,475.73,42.62,Too Dark 🌑
28.14,88.77,649.95,165.63,Too Dark 🌑
24.46,94.02,615.65,574.62,Happy 😊
23.49,89.87,426.78,445.84,Happy 😊
28.35,88.93,386.39,505.65,Happy 😊
26.18,85.74,533.41,86.19,Too Dark 🌑
29.49,82.74,629.15,487.24,Happy 😊
26.6,63.33,420.26,84.09,Too Dark 🌑
28.62,92.93,205.06,575.34,Thirsty 🥵
29.98,72.91,245.56,281.83,Thirsty 🥵
19.35,91.56,660.14,643.69,Happy 😊
28.7,78.0,265.0,43.0,Stressed 😣
25.52,62.12,226.3,180.75,Stressed 😣
30.14,70.59,235.86,132.72,Stressed 😣
20.59,87.96,656.97,264.5,Happy 😊
30.08,89.59,317.43,345.46,Thirsty 🥵
27.79,68.4,186.64,525.38,Thirsty 🥵
24.1,63.17,192.91,355.67,Thirsty 🥵
28.85,91.68,412.98,240.51,Happy 😊
27.5,86.3,213.0,642.0,Thirsty 🥵
24.86,91.29,625.03,405.47,Happy 😊
19.4,80.38,478.72,403.4,Happy 😊
23.14,70.0,507.53,605.9,Happy 😊
20.02,92.4,677.4,501.14,Happy 😊
30.18,61.15,396.72,536.43,Happy 😊
29.8,83.39,367.31,260.43,Happy 😊
31.54,74.24,396.0,513.32,Happy 😊
23.92,64.33,303.62,571.76,Thirsty 🥵
29.5,79.1,307.0,622.0,Thirsty 🥵
27.2,80.2,530.91,744.99,Happy 😊
21.26,81.19,380.22,393.59,Happy 😊
27.04,64.52,195.63,192.27,Stressed 😣
27.49,68.47,515.25,247.73,Happy 😊
21.74,76.98,323.73,312.18,Thirsty 🥵
28.25,74.77,536.46,563.25,Happy 😊
25.2,95.0,268.0,312.0,Thirsty 🥵
31.07,92.45,644.93,54.21,Too Dark 🌑
28.8,65.46,231.47,191.63,Stressed 😣
27.35,67.39,472.67,285.99,Happy 😊
24.83,76.63,346.45,536.78,Thirsty 🥵
28.51,70.3,396.71,664.87,Happy 😊
22.18,85.69,645.2,585.99,Happy 😊
19.17,70.41,207.24,132.38,Stressed 😣
31.87,73.71,613.9,715.37,Happy 😊
31.63,67.08,478.17,220.21,Happy 😊
18.3,79.59,518.94,432.09,Happy 😊
26.12,68.76,408.21,660.26,Happy 😊
26.47,82.76,559.07,108.72,Too Dark 🌑
27.28,66.09,187.79,53.37,Stressed 😣
22.37,94.64,454.91,702.38,Happy 😊
22.14,90.73,240.02,741.06,Thirsty 🥵
24.81,75.38,218.29,556.6,Thirsty 🥵
24.41,92.11,293.76,622.05,Thirsty 🥵
18.28,65.77,586.21,121.76,Too Dark 🌑
28.8,80.9,225.0,35.0,Stressed 😣
22.58,68.55,633.69,436.35,Happy 😊
24.59,63.34,207.32,270.81,Thirsty 🥵
20.67,71.06,535.59,229.14,Happy 😊
19.93,90.36,598.01,256.5,Happy 😊
29.7,77.9,307.0,622.0,Thirsty 🥵
20.84,78.41,561.1,532.15,Happy 😊
30.27,75.03,455.71,531.69,Happy 😊
30.3,78.8,307.0,622.0,Thirsty 🥵
29.4,81.3,307.0,622.0,Thirsty 🥵
19.78,91.5,521.92,403.12,Happy 😊
24.59,88.4,201.45,427.73,Thirsty 🥵
19.84,65.89,427.57,250.92,Happy 😊
29.93,62.86,695.18,547.14,Happy 😊
30.71,75.09,298.74,413.93,Thirsty 🥵
19.36,88.5,375.42,556.8,Happy 😊
21.63,74.86,142.9,712.43,Thirsty 🥵
31.51,61.78,294.52,618.84,Thirsty 🥵
31.99,67.91,394.86,565.52,Happy 😊
31.39,72.79,497.06,336.56,Happy 😊
19.84,71.08,329.01,76.68,Stressed 😣
19.97,75.23,328.99,455.78,Thirsty 🥵
20.13,78.19,338.45,258.37,Thirsty 🥵
23.05,68.39,281.92,592.69,Thirsty 🥵
19.06,79.5,414.37,300.65,Happy 😊
27.35,63.21,148.76,533.35,Thirsty 🥵
21.02,89.74,557.95,360.85,Happy 😊
19.13,71.53,576.91,267.55,Happy 😊
30.88,93.74,470.02,622.98,Happy 😊
20.59,68.83,426.8,191.22,Too Dark 🌑
29.39,91.05,282.22,537.92,Thirsty 🥵
27.27,85.49,466.18,160.85,Too Dark 🌑
22.42,86.38,511.55,556.18,Happy 😊
18.89,60.59,145.36,475.48,Thirsty 🥵
29.95,67.55,592.08,634.56,Happy 😊
20.03,62.89,261.93,314.52,Thirsty 🥵
20.99,69.37,370.23,291.39,Happy 😊
21.83,61.33,381.56,496.01,Happy 😊
27.04,83.26,183.17,256.72,Thirsty 🥵
23.3,93.83,169.24,7.1,Stressed 😣
23.97,92.38,124.34,94.48,Stressed 😣
19.57,92.45,532.34,9.43,Too Dark 🌑
28.34,72.48,397.38,649.19,Happy 😊
23.15,63.35,243.36,681.01,Thirsty 🥵
22.12,83.53,654.34,338.18,Happy 😊
26.49,84.41,473.64,206.35,Happy 😊
19.4,67.89,215.46,729.57,Thirsty 🥵
19.17,77.09,432.56,210.83,Happy 😊
26.19,80.87,655.48,242.18,Happy 😊
25.93,74.81,192.82,552.44,Thirsty 🥵
25.82,76.54,155.18,546.15,Thirsty 🥵
20.45,70.27,482.91,85.51,Too Dark 🌑
28.99,82.18,219.82,644.57,Thirsty 🥵
22.54,86.37,206.54,436.22,Thirsty 🥵
24.87,83.11,417.09,35.56,Too Dark 🌑
24.99,85.48,590.88,52.48,Too Dark 🌑
27.25,61.93,684.82,477.84,Happy 😊
25.95,92.44,223.87,624.78,Thirsty 🥵
31.68,70.78,197.98,507.6,Thirsty 🥵
31.51,67.29,370.77,11.09,Too Dark 🌑
28.8,78.9,265.0,43.0,Stressed 😣
29.1,66.1,145.95,580.81,Thirsty 🥵
25.22,64.39,430.9,357.41,Happy 😊
22.14,62.93,323.72,328.49,Thirsty 🥵
24.8,81.12,622.92,164.25,Too Dark 🌑
28.07,93.54,670.54,502.92,Happy 😊
21.89,78.19,696.83,370.96,Happy 😊
23.33,60.31,503.22,486.07,Happy 😊
23.44,90.99,406.19,420.55,Happy 😊
29.29,93.94,617.47,686.69,Happy 😊
22.32,68.28,370.09,332.62,Happy 😊
26.6,71.13,398.96,471.58,Happy 😊
25.9,97.7,587.0,195.0,Too Dark 🌑
21.26,63.2,493.51,84.66,Too Dark 🌑
30.38,76.39,682.34,608.92,Happy 😊
31.87,78.29,581.34,312.17,Happy 😊
24.89,71.99,675.12,112.75,Too Dark 🌑
25.22,93.35,475.18,346.62,Happy 😊
31.12,90.23,350.13,449.1,Happy 😊
30.2,96.3,532.0,35.0,Too Dark 🌑
31.22,84.31,575.35,334.67,Happy 😊
20.61,89.82,335.5,338.46,Thirsty 🥵
30.91,87.53,396.76,188.52,Too Dark 🌑
24.7,80.23,212.71,508.37,Thirsty 🥵
18.75,77.66,448.18,344.98,Happy 😊
25.16,62.32,209.46,673.7,Thirsty 🥵
24.39,92.76,467.01,521.1,Happy 😊
20.04,84.13,450.82,42.44,Too Dark 🌑
23.54,64.2,655.77,393.84,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
18.58,69.94,536.75,171.31,Too Dark 🌑
28.9,85.8,196.0,792.0,Thirsty 🥵
19.18,83.88,404.03,308.43,Happy 😊
22.06,73.67,465.01,56.65,Too Dark 🌑
27.03,82.99,219.29,216.03,Thirsty 🥵
30.4,76.6,308.0,622.0,Thirsty 🥵
24.25,74.11,164.38,218.75,Thirsty 🥵
29.56,77.23,590.51,44.71,Too Dark 🌑
22.42,74.91,365.03,266.42,Happy 😊
29.22,65.68,507.12,682.82,Happy 😊
28.7,78.5,265.0,43.0,Stressed 😣
31.38,85.24,554.58,162.4,Too Dark 🌑
26.07,69.85,569.12,382.62,Happy 😊
18.58,60.27,199.18,474.0,Thirsty 🥵
29.43,75.09,328.6,228.25,Thirsty 🥵
29.5,79.2,306.0,622.0,Thirsty 🥵
28.7,78.3,265.0,43.0,Stressed 😣
26.94,67.25,218.22,130.95,Stressed 😣
20.56,69.45,513.61,54.68,Too Dark 🌑
29.57,69.17,302.33,53.26,Stressed 😣
20.82,80.02,695.43,39.22,Too Dark 🌑
18.64,80.98,546.9,310.32,Happy 😊
22.73,61.01,474.01,534.99,Happy 😊
31.42,84.13,506.57,647.53,Happy 😊
20.61,92.9,551.49,411.34,Happy 😊
30.39,65.43,205.83,359.09,Thirsty 🥵
28.3,88.4,232.0,732.0,Thirsty 🥵
21.76,64.75,213.23,447.81,Thirsty 🥵
29.84,78.96,515.05,358.86,Happy 😊
19.37,87.77,587.35,269.14,Happy 😊
30.79,66.91,440.77,633.17,Happy 😊
19.59,61.04,684.28,239.88,Happy 😊
29.27,70.66,378.34,310.17,Happy 😊
19.29,76.92,546.86,248.88,Happy 😊
30.03,68.99,502.05,331.0,Happy 😊
19.91,63.31,461.47,363.6,Happy 😊
29.72,80.41,177.34,436.76,Thirsty 🥵
28.1,88.25,302.8,48.41,Stressed 😣
26.57,63.94,540.84,579.7,Happy 😊
26.23,70.82,185.26,594.69,Thirsty 🥵
31.03,61.31,433.02,637.42,Happy 😊
22.17,83.46,436.97,32.31,Too Dark 🌑
29.31,83.7,584.1,44.7,Too Dark 🌑
24.08,87.71,478.05,749.67,Happy 😊
26.6,79.81,540.05,315.7,Happy 😊
26.27,62.58,193.94,542.2,Thirsty 🥵
30.97,90.9,603.58,524.49,Happy 😊
24.1,62.37,379.82,48.9,Too Dark 🌑
31.8,60.64,260.85,388.87,Thirsty 🥵
26.23,92.57,508.7,281.12,Happy 😊
22.72,89.91,293.52,268.24,Thirsty 🥵
20.76,68.68,395.29,512.61,Happy 😊
24.76,82.44,239.78,342.23,Thirsty 🥵
23.5,67.5,525.49,259.43,Happy 😊
19.8,62.69,311.13,380.87,Thirsty 🥵
28.44,74.27,371.65,102.59,Too Dark 🌑
29.85,63.77,340.89,404.39,Thirsty 🥵
31.86,63.26,269.19,580.14,Thirsty 🥵
27.94,93.45,140.06,68.27,Stressed 😣
29.89,83.22,365.35,336.63,Happy 😊
22.83,85.28,277.8,549.25,Thirsty 🥵
27.48,73.78,267.45,40.5,Stressed 😣
25.29,84.66,522.96,533.33,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
31.77,87.15,155.38,113.22,Stressed 😣
30.67,66.55,390.04,181.67,Too Dark 🌑
31.73,83.96,291.41,349.66,Thirsty 🥵
25.77,74.16,372.55,135.95,Too Dark 🌑
22.53,68.24,397.39,443.93,Happy 😊
30.55,64.76,155.6,127.17,Stressed 😣
22.99,64.36,482.34,139.54,Too Dark 🌑
31.41,82.14,645.26,458.7,Happy 😊
29.66,85.43,628.42,21.25,Too Dark 🌑
30.31,84.34,348.9,198.67,Stressed 😣
18.42,64.75,491.18,415.07,Happy 😊
23.04,88.72,478.71,736.8,Happy 😊
27.64,86.18,368.77,484.97,Happy 😊
19.57,91.96,485.1,418.81,Happy 😊
20.75,69.33,285.47,339.77,Thirsty 🥵
27.85,92.99,280.14,232.45,Thirsty 🥵
26.51,69.57,372.86,531.61,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
23.88,83.16,281.51,598.36,Thirsty 🥵
31.18,81.41,693.95,480.4,Happy 😊
23.22,60.98,613.56,421.29,Happy 😊
22.45,90.95,497.58,141.63,Too Dark 🌑
27.54,84.24,142.04,405.04,Thirsty 🥵
25.9,73.85,404.04,347.54,Happy 😊
19.62,82.69,122.39,732.92,Thirsty 🥵
29.27,70.45,131.48,608.36,Thirsty 🥵
28.8,78.9,265.0,43.0,Stressed 😣
29.25,71.07,683.75,683.43,Happy 😊
30.93,83.42,206.04,406.92,Thirsty 🥵
30.79,83.22,498.36,84.88,Too Dark 🌑
28.6,77.32,243.37,47.2,Stressed 😣
28.36,83.24,481.97,218.16,Happy 😊
30.42,63.43,665.48,698.15,Happy 😊
28.14,76.43,442.31,207.09,Happy 😊
24.6,65.96,444.35,505.31,Happy 😊
26.7,75.72,321.05,42.93,Stressed 😣
24.42,61.62,404.56,553.88,Happy 😊
22.29,79.5,611.04,119.48,Too Dark 🌑
18.57,71.01,619.04,726.06,Happy 😊
21.42,64.9,219.94,492.66,Thirsty 🥵
27.42,86.65,123.69,724.41,Thirsty 🥵
19.27,92.36,424.91,614.58,Happy 😊
19.62,87.58,219.56,605.57,Thirsty 🥵
28.9,85.8,196.0,732.0,Thirsty 🥵
21.18,62.98,272.33,194.0,Stressed 😣
31.48,92.21,465.06,272.45,Happy 😊
21.48,72.94,479.42,51.64,Too Dark 🌑
18.7,60.53,661.27,400.27,Happy 😊
20.27,64.53,124.32,329.13,Thirsty 🥵
28.84,69.67,515.79,333.87,Happy 😊
31.18,94.74,564.28,425.41,Happy 😊
20.32,87.65,416.93,581.66,Happy 😊
27.54,66.42,492.26,107.49,Too Dark 🌑
21.08,85.1,221.63,506.71,Thirsty 🥵
27.89,64.76,281.59,670.28,Thirsty 🥵
26.09,89.54,422.4,667.44,Happy 😊
23.67,92.01,339.85,273.67,Thirsty 🥵
23.32,63.29,699.48,705.07,Happy 😊
28.48,92.96,186.72,421.9,Thirsty 🥵
28.3,88.4,232.0,792.0,Thirsty 🥵
23.0,78.16,537.34,222.51,Happy 😊
27.31,82.91,428.12,609.97,Happy 😊
25.68,92.54,634.84,644.86,Happy 😊
25.49,71.39,650.74,504.39,Happy 😊
24.0,60.48,626.7,597.49,Happy 😊
21.03,65.41,153.98,437.83,Thirsty 🥵
26.41,67.35,676.43,376.37,Happy 😊
28.0,80.16,379.46,338.33,Happy 😊
28.9,85.8,196.0,203.0,Thirsty 🥵
21.78,89.35,577.97,614.14,Happy 😊
18.62,89.28,475.36,120.59,Too Dark 🌑
31.39,79.05,432.7,406.91,Happy 😊
26.66,77.54,325.87,114.44,Stressed 😣
19.4,66.59,468.06,717.45,Happy 😊
31.34,93.94,240.29,238.48,Thirsty 🥵
25.32,70.65,359.72,673.29,Happy 😊
26.83,93.47,354.57,433.99,Happy 😊
28.7,82.8,235.0,804.0,Thirsty 🥵
26.8,65.74,515.46,37.94,Too Dark 🌑
26.46,73.12,214.03,430.76,Thirsty 🥵
28.11,92.6,305.41,286.03,Thirsty 🥵
21.62,65.7,333.35,315.9,Thirsty 🥵
20.32,79.18,489.71,130.46,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
25.45,62.74,519.9,712.61,Happy 😊
19.19,91.04,516.56,204.53,Happy 😊
29.9,66.3,232.0,258.0,Thirsty 🥵
22.86,65.18,473.33,448.55,Happy 😊
18.88,86.16,176.72,359.96,Thirsty 🥵
26.14,81.93,512.45,120.84,Too Dark 🌑
27.66,84.84,175.42,179.62,Stressed 😣
26.26,61.31,181.97,601.42,Thirsty 🥵
26.69,77.36,554.7,744.61,Happy 😊
26.7,60.27,191.5,458.45,Thirsty 🥵
25.95,78.9,157.55,116.97,Stressed 😣
27.14,61.17,543.81,601.75,Happy 😊
28.27,60.61,490.54,277.55,Happy 😊
27.74,74.3,258.11,622.1,Thirsty 🥵
24.02,76.19,192.81,93.56,Stressed 😣
22.16,75.67,668.8,733.83,Happy 😊
24.79,81.95,351.02,363.32,Happy 😊
24.06,85.02,300.65,280.63,Thirsty 🥵
31.5,90.43,404.04,371.24,Happy 😊
26.88,64.94,409.03,446.94,Happy 😊
20.34,91.17,246.37,254.4,Thirsty 🥵
21.17,80.22,297.46,107.88,Stressed 😣
23.55,84.78,258.69,149.45,Stressed 😣
27.93,72.92,293.81,633.76,Thirsty 🥵
28.84,73.51,235.23,486.82,Thirsty 🥵
23.22,82.8,466.93,632.59,Happy 😊
24.97,63.37,425.53,116.04,Too Dark 🌑
19.36,70.42,539.39,162.39,Too Dark 🌑
22.82,61.99,295.27,352.75,Thirsty 🥵
30.07,83.7,617.23,113.89,Too Dark 🌑
18.6,73.72,285.72,317.2,Thirsty 🥵
29.45,70.77,458.17,686.57,Happy 😊
29.94,65.2,301.13,309.75,Thirsty 🥵
24.7,68.99,409.61,465.38,Happy 😊
19.63,77.88,131.37,645.5,Thirsty 🥵
23.23,60.45,493.19,117.7,Too Dark 🌑
26.96,77.86,259.01,699.46,Thirsty 🥵
30.3,77.1,307.0,622.0,Thirsty 🥵
30.86,72.09,383.5,235.15,Happy 😊
22.43,89.49,530.86,207.09,Happy 😊
20.47,80.73,255.82,96.92,Stressed 😣
18.17,93.77,202.03,665.25,Thirsty 🥵
31.2,86.92,188.3,447.07,Thirsty 🥵
27.82,69.76,522.88,63.08,Too Dark 🌑
23.4,72.65,560.49,132.55,Too Dark 🌑
24.27,75.63,128.9,557.66,Thirsty 🥵
21.61,71.07,199.99,4.49,Stressed 😣
23.12,76.49,404.59,237.28,Happy 😊
27.75,81.5,473.84,722.0,Happy 😊
26.19,72.61,646.23,548.47,Happy 😊
27.5,86.8,215.0,642.0,Thirsty 🥵
25.51,93.56,551.57,428.83,Happy 😊
18.07,88.2,601.53,205.77,Happy 😊
30.2,75.7,306.0,196.0,Stressed 😣
25.48,74.06,501.92,135.08,Too Dark 🌑
24.04,69.33,575.41,710.99,Happy 😊
23.73,82.47,429.24,709.88,Happy 😊
25.43,93.04,361.38,581.84,Happy 😊
26.26,79.11,216.36,584.57,Thirsty 🥵
18.64,80.46,569.1,152.47,Too Dark 🌑
26.1,69.94,446.65,282.69,Happy 😊
18.53,66.67,200.09,96.79,Stressed 😣
26.89,73.0,564.8,513.26,Happy 😊
30.88,78.52,205.32,256.91,Thirsty 🥵
20.13,60.66,567.19,276.13,Happy 😊
26.73,69.81,386.33,333.64,Happy 😊
22.09,82.04,154.4,723.51,Thirsty 🥵
19.38,74.51,145.67,676.67,Thirsty 🥵
24.45,84.63,281.7,358.73,Thirsty 🥵
23.13,70.42,246.89,310.96,Thirsty 🥵
22.5,86.73,146.48,536.38,Thirsty 🥵
30.07,89.24,585.06,669.51,Happy 😊
20.38,78.92,603.59,144.01,Too Dark 🌑
26.65,74.69,477.0,306.6,Happy 😊
23.27,69.06,133.91,220.67,Thirsty 🥵
30.52,63.63,120.18,251.39,Thirsty 🥵
25.44,94.73,207.67,193.09,Stressed 😣
24.62,82.68,182.64,366.95,Thirsty 🥵
23.98,84.72,295.78,71.83,Stressed 😣
23.03,94.55,645.56,5.13,Too Dark 🌑
19.43,69.41,373.92,649.15,Happy 😊
30.03,90.39,196.72,372.97,Thirsty 🥵
25.69,64.85,339.02,257.13,Thirsty 🥵
25.1,82.45,590.19,382.04,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
19.09,73.64,653.67,314.7,Happy 😊
19.28,86.47,134.43,425.64,Thirsty 🥵
21.72,74.98,568.35,495.58,Happy 😊
30.3,78.1,307.0,622.0,Thirsty 🥵
23.22,89.0,542.52,5.41,Too Dark 🌑
19.46,69.19,630.03,423.36,Happy 😊
23.68,85.85,318.61,472.11,Thirsty 🥵
20.72,66.96,422.36,337.32,Happy 😊
22.82,61.35,375.55,117.0,Too Dark 🌑
25.9,92.7,265.0,171.0,Stressed 😣
23.5,85.99,192.98,240.65,Thirsty 🥵
28.8,62.03,582.84,295.09,Happy 😊
31.33,75.64,689.56,468.25,Happy 😊
28.77,74.93,161.18,728.33,Thirsty 🥵
24.85,94.85,188.27,125.62,Stressed 😣
21.04,94.15,445.44,229.09,Happy 😊
31.24,64.2,664.68,238.9,Happy 😊
29.38,71.77,238.6,680.74,Thirsty 🥵
24.05,81.52,524.35,540.53,Happy 😊
29.41,63.14,466.14,465.99,Happy 😊
26.06,78.65,514.38,588.66,Happy 😊
26.14,92.58,334.61,22.9,Stressed 😣
23.59,90.01,429.81,734.15,Happy 😊
20.42,73.83,345.21,451.63,Thirsty 🥵
28.01,67.93,587.26,724.02,Happy 😊
19.16,87.19,477.03,36.57,Too Dark 🌑
19.54,85.63,286.84,571.34,Thirsty 🥵
29.49,78.53,247.79,743.53,Thirsty 🥵
23.03,61.04,240.37,202.07,Thirsty 🥵
25.8,97.7,204.0,195.0,Stressed 😣
27.11,61.49,559.05,176.47,Too Dark 🌑
26.05,70.25,275.12,647.43,Thirsty 🥵
30.71,91.38,125.66,122.79,Stressed 😣
20.97,81.45,460.03,355.65,Happy 😊
20.1,63.84,597.09,327.5,Happy 😊
26.94,89.34,429.69,743.31,Happy 😊
25.16,66.91,673.35,90.06,Too Dark 🌑
25.2,95.0,229.0,217.0,Thirsty 🥵
24.36,70.96,465.6,460.82,Happy 😊
31.34,91.68,234.67,738.55,Thirsty 🥵
28.3,87.2,235.0,792.0,Thirsty 🥵
21.65,68.53,246.06,461.13,Thirsty 🥵
19.41,83.01,450.83,607.7,Happy 😊
21.41,93.33,616.55,671.17,Happy 😊
29.11,90.36,672.5,681.44,Happy 😊
30.14,69.33,473.48,83.6,Too Dark 🌑
20.46,87.17,169.55,223.36,Thirsty 🥵
24.39,66.56,582.89,150.89,Too Dark 🌑
30.72,85.65,120.97,126.01,Stressed 😣
24.81,71.13,263.97,536.41,Thirsty 🥵
26.09,89.06,358.99,253.09,Happy 😊
25.04,83.89,193.38,397.13,Thirsty 🥵
31.62,80.23,418.18,54.41,Too Dark 🌑
24.22,92.88,592.58,82.75,Too Dark 🌑
30.34,88.6,289.66,120.37,Stressed 😣
21.1,90.23,341.84,669.73,Thirsty 🥵
23.28,84.72,520.91,627.21,Happy 😊
28.8,78.1,268.0,43.0,Stressed 😣
22.63,88.42,307.09,161.77,Stressed 😣
18.45,92.71,621.25,250.69,Happy 😊
31.01,88.84,410.45,309.91,Happy 😊
24.14,77.53,397.63,442.87,Happy 😊
27.3,64.21,386.74,67.52,Too Dark 🌑
31.98,72.72,225.28,528.52,Thirsty 🥵
28.14,67.3,350.11,192.85,Too Dark 🌑
24.74,62.49,285.82,195.88,Stressed 😣
23.44,67.87,566.78,153.31,Too Dark 🌑
28.9,85.8,196.0,732.0,Thirsty 🥵
22.35,81.93,502.99,374.1,Happy 😊
27.87,68.74,580.1,200.8,Happy 😊
30.0,62.5,231.0,258.0,Thirsty 🥵
19.61,71.62,544.04,707.27,Happy 😊
28.9,85.8,196.0,732.0,Thirsty 🥵
21.56,78.73,299.49,261.2,Thirsty 🥵
27.92,69.64,600.27,748.05,Happy 😊
25.44,60.57,621.49,255.24,Happy 😊
28.06,93.76,565.09,620.33,Happy 😊
19.87,74.72,606.16,676.13,Happy 😊
30.61,83.66,324.78,600.42,Thirsty 🥵
22.41,91.02,252.27,655.53,Thirsty 🥵
27.66,80.22,554.31,246.46,Happy 😊
31.8,71.15,161.15,172.26,Stressed 😣
24.4,64.85,128.14,626.91,Thirsty 🥵
18.07,71.79,545.57,334.13,Happy 😊
31.7,60.86,391.15,704.13,Happy 😊
26.95,61.82,256.9,712.82,Thirsty 🥵
28.88,73.37,423.12,126.53,Too Dark 🌑
23.64,76.02,177.54,284.92,Thirsty 🥵
27.88,79.84,519.17,199.83,Too Dark 🌑
25.33,93.74,324.4,178.58,Stressed 😣
20.79,77.23,397.12,504.62,Happy 😊
20.78,67.97,178.04,9.59,Stressed 😣
26.0,95.0,310.0,171.0,Stressed 😣
30.23,84.93,539.18,745.8,Happy 😊
22.03,69.74,329.35,220.14,Thirsty 🥵
23.21,72.88,547.37,599.94,Happy 😊
24.0,77.33,356.69,482.06,Happy 😊
21.37,87.25,154.17,489.84,Thirsty 🥵
22.5,71.36,339.05,498.72,Thirsty 🥵
28.1,95.0,176.7,609.09,Thirsty 🥵
21.2,61.14,435.39,619.47,Happy 😊
27.67,76.05,428.75,741.62,Happy 😊
19.56,84.08,454.3,363.51,Happy 😊
26.22,81.77,423.44,274.28,Happy 😊
30.26,79.38,168.15,86.68,Stressed 😣
28.89,79.82,277.58,684.83,Thirsty 🥵
21.3,71.99,262.23,77.62,Stressed 😣
27.9,64.02,175.92,214.19,Thirsty 🥵
23.0,84.37,610.82,121.09,Too Dark 🌑
31.63,78.23,664.09,121.52,Too Dark 🌑
27.02,79.74,139.08,21.52,Stressed 😣
19.45,74.34,492.69,507.8,Happy 😊
22.38,81.0,419.58,485.67,Happy 😊
31.38,72.24,191.51,351.65,Thirsty 🥵
25.98,65.78,197.63,547.91,Thirsty 🥵
21.7,69.82,630.91,624.36,Happy 😊
30.64,73.4,184.94,745.91,Thirsty 🥵
23.62,75.34,484.21,126.45,Too Dark 🌑
22.88,83.06,196.74,463.85,Thirsty 🥵
28.4,78.3,264.0,5.0,Stressed 😣
26.29,84.17,501.16,473.39,Happy 😊
25.81,70.32,497.12,687.52,Happy 😊
